,target
12640,1
14052,1
13031,1
22837,1
6764,0
10793,0
1125,0
17625,1
22931,1
18733,1
11543,0
4358,0
14114,1
17727,1
23211,1
7421,0
6652,0
17484,1
9160,0
7622,0
987,0
16014,1
2852,0
11695,1
8853,0
16336,1
14996,1
17014,1
17633,1
19563,1
16866,1
9654,0
3040,0
16035,1
5010,0
21763,1
3273,0
7227,0
3683,0
6807,0
12337,1
1316,0
3225,0
17456,1
21403,1
9852,0
5752,0
10617,0
16393,1
4616,0
19481,1
22593,1
1300,0
15222,1
22646,1
13673,1
9900,0
5495,0
9600,0
1798,0
12149,1
9667,0
6441,0
8636,0
15600,1
18743,1
3654,0
7052,0
15945,1
11371,0
15710,1
1286,0
19914,1
20829,1
2137,0
10828,0
12208,1
12289,1
9873,0
16489,1
13467,1
6894,0
9884,0
3610,0
7151,0
17347,1
6012,0
13645,1
14113,1
4882,0
16524,1
13076,1
12611,1
12046,1
4146,0
8906,0
6542,0
4431,0
21279,1
406,0
21294,1
13178,1
16173,1
8234,0
11022,0
14051,1
11563,0
11556,0
20783,1
16353,1
11,0
4760,0
1177,0
10693,0
2863,0
6471,0
9218,0
12040,1
2989,0
11207,0
7010,0
11530,0
14437,1
8927,0
12592,1
17824,1
22943,1
2875,0
12178,1
9108,0
2190,0
21838,1
3726,0
19156,1
16838,1
9013,0
8189,0
1367,0
3712,0
5450,0
17772,1
15638,1
1000,0
7761,0
3553,0
4114,0
1667,0
3173,0
15740,1
22553,1
488,0
19614,1
20212,1
21662,1
12975,1
7848,0
5704,0
22821,1
8133,0
17087,1
5105,0
21944,1
3291,0
8125,0
11865,1
13380,1
9519,0
22811,1
13965,1
14287,1
13598,1
22099,1
4440,0
10055,0
17370,1
22669,1
22372,1
22543,1
15504,1
15577,1
5238,0
14646,1
15552,1
17582,1
12373,1
22166,1
13669,1
7519,0
9991,0
9206,0
9556,0
10225,0
4470,0
17275,1
10985,0
1969,0
12595,1
5757,0
6294,0
12115,1
13605,1
7595,0
9110,0
3249,0
6570,0
6638,0
15398,1
12504,1
125,0
16170,1
5370,0
1239,0
2289,0
19124,1
8467,0
20969,1
1229,0
9200,0
6980,0
5178,0
10724,0
20677,1
1058,0
6262,0
15360,1
281,0
14846,1
968,0
16001,1
20337,1
1939,0
22933,1
17658,1
619,0
18309,1
1742,0
17774,1
18587,1
14135,1
9847,0
3568,0
15563,1
6116,0
23197,1
3178,0
19576,1
9499,0
6099,0
16959,1
10552,0
13994,1
22221,1
15635,1
6276,0
9472,0
22055,1
13149,1
11083,0
5724,0
10831,0
16653,1
629,0
11970,1
19465,1
19850,1
6430,0
3374,0
12588,1
23205,1
13760,1
10238,0
20740,1
2113,0
3216,0
13125,1
3814,0
8321,0
3155,0
14296,1
2278,0
4599,0
13,0
1646,0
17909,1
2365,0
4648,0
12197,1
374,0
21488,1
525,0
9131,0
11561,0
13910,1
12765,1
19975,1
19342,1
529,0
15596,1
20098,1
21116,1
9461,0
12473,1
17778,1
12201,1
12582,1
11171,0
23075,1
12003,1
6563,0
4703,0
15282,1
18096,1
15921,1
22953,1
955,0
6675,0
3453,0
12803,1
15140,1
8595,0
2071,0
956,0
16542,1
14036,1
7005,0
352,0
13518,1
16309,1
6236,0
12732,1
8946,0
14025,1
22025,1
2920,0
15711,1
4644,0
661,0
16082,1
7057,0
10181,0
20049,1
16690,1
4790,0
2356,0
11894,1
18311,1
22836,1
19811,1
20022,1
17650,1
13612,1
1560,0
11787,1
10326,0
7179,0
15349,1
15313,1
13258,1
4109,0
21288,1
514,0
894,0
8601,0
16405,1
23165,1
899,0
207,0
22056,1
458,0
2430,0
13629,1
3389,0
3911,0
552,0
19528,1
6917,0
18440,1
1925,0
17018,1
6082,0
22411,1
18279,1
21584,1
105,0
3041,0
16369,1
10361,0
18093,1
89,0
15525,1
10433,0
19558,1
17301,1
14451,1
18333,1
12236,1
14056,1
6368,0
16385,1
9127,0
8905,0
2720,0
16019,1
13621,1
8783,0
15822,1
23022,1
19501,1
22629,1
10640,0
9768,0
13399,1
3762,0
213,0
17162,1
19880,1
21865,1
18427,1
8920,0
6154,0
8357,0
17773,1
4167,0
20172,1
16967,1
23210,1
16500,1
5109,0
22971,1
22030,1
8712,0
1763,0
18259,1
13547,1
11536,0
15069,1
3224,0
526,0
15251,1
19330,1
20857,1
12091,1
5655,0
8884,0
6059,0
17343,1
6342,0
20017,1
13997,1
17434,1
8782,0
8711,0
3380,0
3676,0
5776,0
22129,1
6573,0
1607,0
19994,1
22956,1
23225,1
15883,1
17175,1
8984,0
19440,1
15522,1
1980,0
11425,0
19982,1
17317,1
12155,1
12857,1
7424,0
5626,0
1682,0
16133,1
20563,1
16335,1
6446,0
20500,1
988,0
15083,1
11645,1
19280,1
20162,1
11722,1
3093,0
19539,1
13261,1
13998,1
18207,1
17482,1
10396,0
2844,0
9078,0
3342,0
16422,1
6540,0
14288,1
3356,0
13025,1
11745,1
11801,1
14414,1
7813,0
22922,1
21510,1
2428,0
21427,1
11939,1
21195,1
17070,1
4799,0
2353,0
16378,1
11383,0
20953,1
19136,1
9077,0
8073,0
14859,1
17424,1
22689,1
7491,0
17649,1
12771,1
22406,1
7059,0
13507,1
16661,1
5084,0
2382,0
571,0
1435,0
13281,1
9439,0
11718,1
14749,1
10706,0
5445,0
1007,0
4543,0
12987,1
7009,0
2064,0
1136,0
9882,0
10177,0
294,0
16077,1
18787,1
3998,0
9766,0
3741,0
11700,1
2719,0
22328,1
12713,1
14870,1
21534,1
16370,1
2808,0
9017,0
16940,1
16106,1
21179,1
2469,0
3738,0
20670,1
13481,1
18988,1
362,0
6924,0
18088,1
14688,1
2139,0
19623,1
18767,1
7314,0
20695,1
1312,0
20314,1
6183,0
11303,0
1591,0
22542,1
18546,1
2396,0
16701,1
14559,1
9516,0
5233,0
21956,1
21452,1
20420,1
8987,0
3020,0
9903,0
8228,0
9105,0
13913,1
5295,0
3972,0
14663,1
4133,0
974,0
7291,0
15585,1
17338,1
9752,0
13774,1
5016,0
17602,1
10874,0
13239,1
18024,1
17674,1
11873,1
17764,1
1933,0
4675,0
10222,0
892,0
7287,0
21260,1
7906,0
14551,1
18850,1
7657,0
10106,0
18297,1
11362,0
13832,1
19120,1
726,0
7214,0
8245,0
18180,1
15876,1
20229,1
14199,1
10745,0
17320,1
18649,1
17208,1
7274,0
11593,0
1389,0
3564,0
9076,0
5429,0
23095,1
16220,1
14899,1
15512,1
14561,1
1868,0
8202,0
806,0
4805,0
21875,1
12260,1
22262,1
23180,1
10426,0
9155,0
15152,1
4494,0
2632,0
14286,1
7832,0
20772,1
14269,1
145,0
2033,0
1165,0
11692,1
2050,0
20144,1
10816,0
12676,1
20819,1
3430,0
21801,1
7069,0
4361,0
10616,0
18155,1
19895,1
271,0
12984,1
8436,0
18416,1
12316,1
22970,1
9005,0
22848,1
3810,0
13919,1
15775,1
9996,0
4346,0
545,0
19625,1
8502,0
11713,1
15229,1
9323,0
13737,1
15520,1
7564,0
17304,1
15317,1
11779,1
6640,0
8230,0
12651,1
20662,1
2983,0
16514,1
13409,1
2667,0
19607,1
9374,0
21776,1
614,0
19945,1
17850,1
4497,0
19426,1
18803,1
21469,1
3294,0
6737,0
1500,0
9018,0
17905,1
22220,1
15023,1
11122,0
4232,0
8820,0
4430,0
12045,1
16774,1
23077,1
12182,1
8592,0
4806,0
22023,1
13849,1
20377,1
11918,1
21771,1
15896,1
5319,0
7119,0
2421,0
1750,0
11344,0
19092,1
12254,1
22908,1
338,0
11855,1
1341,0
22713,1
3640,0
16713,1
21520,1
3004,0
6960,0
4090,0
16314,1
18706,1
20581,1
19933,1
9650,0
8363,0
20587,1
22456,1
12418,1
13350,1
22070,1
18023,1
9130,0
60,0
1240,0
5136,0
2343,0
15048,1
2120,0
1524,0
7617,0
153,0
14536,1
481,0
6122,0
12652,1
12112,1
15850,1
1762,0
15826,1
15507,1
8942,0
7715,0
21792,1
4853,0
2711,0
20534,1
17717,1
11046,0
6819,0
21799,1
20234,1
20508,1
13081,1
21874,1
11555,0
21172,1
19250,1
17770,1
5941,0
3067,0
22152,1
3629,0
22617,1
3028,0
2969,0
11664,1
8646,0
15156,1
22211,1
4263,0
17029,1
15646,1
7992,0
18458,1
16725,1
8041,0
15988,1
1622,0
12875,1
7184,0
5475,0
16458,1
8996,0
11372,0
8633,0
18435,1
18925,1
17685,1
1304,0
8428,0
4033,0
2599,0
12808,1
2573,0
3186,0
19152,1
4831,0
20607,1
16086,1
2106,0
19063,1
15517,1
12880,1
17771,1
22860,1
7083,0
13192,1
1279,0
13221,1
804,0
14596,1
17939,1
20875,1
11382,0
4566,0
22855,1
15358,1
4841,0
19978,1
10112,0
8705,0
20561,1
17692,1
13859,1
9106,0
3452,0
20079,1
20626,1
2198,0
16032,1
4425,0
6150,0
14289,1
17327,1
822,0
15070,1
21389,1
8356,0
20931,1
12175,1
18922,1
15149,1
9503,0
21591,1
22681,1
22086,1
13575,1
3054,0
20059,1
7218,0
6722,0
3300,0
19694,1
8519,0
16380,1
10682,0
14295,1
10998,0
12600,1
17216,1
11271,0
23000,1
19846,1
7643,0
16438,1
14422,1
19835,1
10093,0
1481,0
4873,0
13087,1
16002,1
8038,0
12342,1
19719,1
21310,1
5797,0
11485,0
5232,0
21467,1
6645,0
15534,1
5490,0
768,0
18449,1
7311,0
23160,1
20908,1
2717,0
2079,0
951,0
2482,0
9181,0
1759,0
9984,0
20806,1
9916,0
21566,1
20085,1
4243,0
17072,1
19816,1
13395,1
4944,0
17350,1
5588,0
16241,1
10395,0
19097,1
4757,0
4380,0
13472,1
19956,1
12997,1
5299,0
1990,0
12312,1
12951,1
17589,1
13490,1
4971,0
22920,1
13226,1
6783,0
3600,0
23202,1
8070,0
8577,0
7973,0
10314,0
1625,0
16920,1
7970,0
13224,1
4212,0
6456,0
19891,1
9524,0
11694,1
2708,0
21415,1
6514,0
4662,0
20405,1
1854,0
3072,0
19256,1
19414,1
14755,1
1645,0
3417,0
3476,0
11053,0
1792,0
13718,1
15114,1
3797,0
3368,0
11559,0
7196,0
23150,1
21493,1
11641,1
8795,0
22437,1
126,0
5959,0
20260,1
13635,1
15343,1
4451,0
7147,0
19915,1
827,0
22813,1
17368,1
11473,0
7783,0
10380,0
22748,1
2443,0
10541,0
16729,1
814,0
12999,1
11397,0
22174,1
22984,1
14153,1
12298,1
5779,0
2116,0
793,0
10147,0
6898,0
2674,0
16478,1
15770,1
20609,1
3756,0
2891,0
18755,1
14382,1
20103,1
3228,0
7863,0
6359,0
22325,1
13429,1
11104,0
18249,1
13946,1
4612,0
19029,1
2243,0
5373,0
2336,0
17334,1
11260,0
1120,0
10789,0
18588,1
419,0
922,0
9446,0
5408,0
5788,0
22126,1
15374,1
21951,1
17586,1
22149,1
8389,0
1970,0
11302,0
4018,0
3687,0
18381,1
20417,1
12790,1
11246,0
1248,0
2192,0
19096,1
9184,0
18574,1
4670,0
21526,1
5984,0
6565,0
7804,0
11954,1
6943,0
9510,0
10535,0
18520,1
17449,1
14060,1
16984,1
20611,1
7577,0
77,0
19282,1
15524,1
21204,1
9064,0
8007,0
21852,1
5951,0
11157,0
3391,0
5415,0
18944,1
8162,0
19019,1
5256,0
3530,0
8567,0
1908,0
22401,1
235,0
12219,1
17988,1
7984,0
9310,0
3490,0
14231,1
18378,1
19208,1
22429,1
10568,0
1342,0
8512,0
1619,0
5287,0
18444,1
7041,0
2219,0
9865,0
16644,1
22520,1
12977,1
20128,1
14594,1
18410,1
6988,0
20618,1
1917,0
1828,0
9765,0
12607,1
12941,1
6233,0
22484,1
6283,0
4208,0
12819,1
16608,1
9333,0
6469,0
13746,1
15385,1
13703,1
10954,0
846,0
20673,1
5560,0
13234,1
14309,1
18935,1
13917,1
117,0
8837,0
14043,1
8659,0
16389,1
5342,0
9111,0
10787,0
4324,0
17447,1
2590,0
13046,1
20119,1
13918,1
10589,0
19901,1
11613,0
6767,0
5622,0
1605,0
18117,1
22492,1
3812,0
14277,1
17260,1
10554,0
10167,0
1761,0
15679,1
21785,1
19123,1
2472,0
15913,1
6738,0
15728,1
12199,1
7943,0
12910,1
14369,1
20590,1
6371,0
16616,1
8258,0
7561,0
9795,0
6168,0
11475,0
3596,0
6288,0
4632,0
15147,1
16509,1
6229,0
17680,1
18360,1
22641,1
10267,0
12772,1
5750,0
8152,0
13503,1
3086,0
1906,0
6882,0
7673,0
19729,1
8172,0
22582,1
5870,0
19181,1
17302,1
18030,1
5122,0
5126,0
13623,1
15034,1
4621,0
6809,0
16748,1
15745,1
11479,0
2125,0
8150,0
8717,0
13013,1
55,0
17022,1
302,0
22195,1
17660,1
14178,1
13568,1
4432,0
20028,1
20527,1
19262,1
12394,1
10478,0
10453,0
5240,0
10488,0
16282,1
14124,1
10160,0
18977,1
18777,1
16907,1
6376,0
6981,0
13716,1
3900,0
22817,1
12891,1
21969,1
21508,1
11314,0
10161,0
17055,1
4188,0
666,0
3266,0
18271,1
8472,0
9911,0
12647,1
11637,1
6090,0
6238,0
15183,1
7350,0
17144,1
6254,0
18290,1
12234,1
12015,1
3818,0
6269,0
4300,0
5569,0
14388,1
7941,0
4164,0
22355,1
19963,1
19216,1
21833,1
19856,1
16521,1
7043,0
4892,0
18564,1
10320,0
19561,1
4854,0
4637,0
21499,1
9550,0
20645,1
17715,1
10209,0
6941,0
8017,0
9521,0
6949,0
6881,0
13051,1
15781,1
20914,1
4673,0
12173,1
6996,0
1252,0
11470,0
15254,1
19758,1
19198,1
21103,1
10040,0
4858,0
8580,0
8427,0
17461,1
10176,0
4363,0
17154,1
10357,0
16633,1
14489,1
7239,0
14430,1
3419,0
10015,0
22772,1
4976,0
4544,0
21949,1
17100,1
21164,1
12338,1
2048,0
5997,0
15444,1
13456,1
20562,1
4809,0
10916,0
3636,0
17844,1
15106,1
5989,0
9860,0
18384,1
12763,1
15158,1
8175,0
404,0
384,0
8702,0
7266,0
10344,0
18017,1
20384,1
13772,1
21168,1
6938,0
6970,0
20309,1
4158,0
22660,1
13550,1
8415,0
2193,0
1015,0
5124,0
19255,1
9,0
10136,0
18222,1
4804,0
16639,1
5713,0
12677,1
19708,1
1581,0
17308,1
2779,0
22516,1
13216,1
5320,0
7312,0
14837,1
6042,0
20159,1
4835,0
4964,0
539,0
7483,0
19129,1
3719,0
13659,1
9337,0
20852,1
667,0
21447,1
11023,0
10975,0
1353,0
13323,1
7114,0
8662,0
19087,1
3330,0
8053,0
11829,1
9588,0
19968,1
22605,1
5645,0
19760,1
17640,1
6190,0
15761,1
11704,1
13843,1
21732,1
11003,0
20559,1
4910,0
1852,0
12972,1
23068,1
2105,0
16517,1
13428,1
5029,0
17312,1
823,0
1531,0
1214,0
504,0
14683,1
10188,0
6530,0
19456,1
10150,0
9576,0
13116,1
3709,0
22755,1
21233,1
4748,0
20652,1
11714,1
15485,1
23097,1
20570,1
5301,0
19307,1
6588,0
1810,0
19870,1
3141,0
1324,0
4312,0
7494,0
8691,0
22664,1
9580,0
13807,1
21925,1
22556,1
17924,1
19065,1
6313,0
17575,1
13964,1
21677,1
1542,0
11493,0
11516,0
7056,0
2539,0
17337,1
15368,1
6731,0
4846,0
6801,0
4330,0
8924,0
5334,0
9348,0
4729,0
11174,0
21689,1
21545,1
18540,1
1062,0
1167,0
20020,1
7651,0
21972,1
11130,0
4491,0
21364,1
8335,0
5486,0
21330,1
19166,1
17101,1
2502,0
4360,0
4171,0
22960,1
16779,1
13923,1
14512,1
7186,0
698,0
20876,1
17749,1
22694,1
14191,1
8787,0
14397,1
12144,1
13584,1
22301,1
21352,1
2914,0
14552,1
10518,0
5644,0
20150,1
3440,0
12043,1
7357,0
2143,0
5104,0
5073,0
17955,1
20463,1
17506,1
16048,1
19170,1
14527,1
2967,0
18888,1
5988,0
11657,1
728,0
7587,0
7543,0
412,0
11338,0
5745,0
17209,1
3267,0
20358,1
8808,0
417,0
11261,0
9817,0
15305,1
16281,1
2082,0
12161,1
3373,0
5726,0
20491,1
10636,0
20764,1
17450,1
3913,0
13479,1
5536,0
8002,0
5387,0
22116,1
2738,0
5052,0
4000,0
2427,0
11938,1
6833,0
18071,1
851,0
22687,1
16347,1
5878,0
19223,1
4611,0
16364,1
9540,0
9207,0
9823,0
2489,0
11922,1
7390,0
2849,0
14069,1
5881,0
4452,0
2479,0
10457,0
11151,0
13245,1
18525,1
13296,1
11310,0
21572,1
9435,0
19128,1
7253,0
13284,1
3506,0
1679,0
20633,1
19531,1
8130,0
15125,1
16964,1
9662,0
20454,1
13500,1
3343,0
13184,1
16244,1
12775,1
20056,1
16943,1
5237,0
7805,0
13407,1
16896,1
1081,0
18048,1
9204,0
1931,0
1150,0
19222,1
5949,0
8308,0
14262,1
5177,0
14098,1
17214,1
8311,0
21136,1
22914,1
23163,1
17019,1
4465,0
6799,0
7987,0
7079,0
6966,0
15202,1
4142,0
876,0
21253,1
21699,1
21606,1
16388,1
15979,1
3051,0
22075,1
19508,1
14599,1
15328,1
2491,0
15338,1
20238,1
4777,0
9907,0
22677,1
17532,1
16958,1
20153,1
20530,1
853,0
10966,0
22303,1
13121,1
13403,1
22386,1
10893,0
4495,0
8173,0
6655,0
12039,1
2368,0
4780,0
12323,1
19334,1
22009,1
8716,0
10647,0
18225,1
5986,0
16921,1
19190,1
5801,0
21980,1
7206,0
7343,0
12533,1
7560,0
8096,0
784,0
12249,1
1409,0
10729,0
16538,1
3009,0
18070,1
11093,0
4014,0
7455,0
12913,1
3863,0
19117,1
1895,0
5442,0
569,0
22238,1
1816,0
19778,1
19711,1
23206,1
6102,0
2975,0
17364,1
10492,0
190,0
21472,1
699,0
22959,1
16990,1
12468,1
301,0
3420,0
18711,1
1060,0
14434,1
10757,0
3444,0
17453,1
10716,0
18589,1
8208,0
7679,0
11312,0
4642,0
12946,1
9007,0
7996,0
5600,0
9151,0
7022,0
21277,1
15636,1
16609,1
19738,1
5895,0
10677,0
8754,0
3436,0
14565,1
14373,1
18077,1
6893,0
17429,1
19830,1
12757,1
8050,0
9146,0
4555,0
11296,0
4735,0
20880,1
1218,0
13446,1
22399,1
3987,0
21295,1
20877,1
5699,0
13992,1
17340,1
2869,0
11969,1
20817,1
21357,1
14207,1
2961,0
14172,1
2200,0
16482,1
5592,0
2557,0
15586,1
20583,1
9637,0
5539,0
18032,1
12874,1
12183,1
22581,1
6295,0
4499,0
1154,0
18639,1
15151,1
9874,0
19554,1
7400,0
10248,0
7158,0
19492,1
20932,1
14589,1
5423,0
2049,0
13168,1
11835,1
16371,1
9208,0
23005,1
14075,1
16646,1
20445,1
21918,1
14486,1
14257,1
6616,0
8120,0
8155,0
1802,0
4736,0
11111,0
2385,0
5759,0
18343,1
19360,1
8680,0
18227,1
1734,0
2911,0
11411,0
8338,0
1986,0
6546,0
14243,1
2811,0
17043,1
15708,1
18895,1
11589,0
20666,1
9339,0
22671,1
15087,1
11774,1
1930,0
197,0
7777,0
19315,1
8004,0
2327,0
4389,0
12688,1
20602,1
11447,0
202,0
19894,1
4931,0
21919,1
5791,0
18091,1
21556,1
21633,1
13949,1
22912,1
7392,0
5855,0
854,0
13877,1
14555,1
4737,0
17082,1
20080,1
1636,0
11649,1
19965,1
17675,1
6585,0
13808,1
18237,1
21616,1
20147,1
3304,0
17879,1
7994,0
1998,0
663,0
13545,1
3748,0
20797,1
5530,0
21959,1
7526,0
9474,0
22248,1
6776,0
1306,0
11494,0
21976,1
15707,1
10230,0
18047,1
21834,1
10173,0
16157,1
3627,0
13931,1
2693,0
11252,0
16312,1
9789,0
10921,0
10817,0
22299,1
19541,1
9914,0
16198,1
23052,1
1059,0
21020,1
19626,1
1678,0
6374,0
7574,0
14820,1
18141,1
22403,1
12383,1
21500,1
8755,0
19174,1
17247,1
15934,1
17868,1
22361,1
21518,1
206,0
20872,1
12685,1
6910,0
502,0
17412,1
20224,1
13773,1
8110,0
14948,1
5056,0
9762,0
10965,0
19115,1
14039,1
11837,1
2454,0
19488,1
15265,1
13067,1
8392,0
22662,1
19483,1
6184,0
3561,0
5892,0
12666,1
13986,1
391,0
6736,0
22002,1
5258,0
15422,1
2695,0
2027,0
21847,1
2568,0
8006,0
16216,1
16448,1
18446,1
5276,0
7208,0
8571,0
6331,0
21243,1
12185,1
21271,1
9268,0
17262,1
8529,0
22823,1
1016,0
7629,0
11534,0
995,0
4297,0
161,0
5675,0
6873,0
12990,1
9692,0
7989,0
20227,1
13417,1
10805,0
11653,1
1021,0
19457,1
3943,0
1585,0
3152,0
14541,1
8226,0
12206,1
17159,1
15787,1
21870,1
22619,1
2612,0
11016,0
10233,0
8433,0
10253,0
10555,0
8792,0
10627,0
21777,1
14502,1
8838,0
3890,0
3556,0
11394,0
17912,1
1267,0
1899,0
21042,1
3005,0
19118,1
189,0
2747,0
18431,1
18942,1
8666,0
6396,0
19769,1
20939,1
17568,1
6420,0
5051,0
5311,0
2433,0
769,0
1685,0
8322,0
16023,1
11363,0
14423,1
21962,1
4426,0
16850,1
6265,0
22118,1
11284,0
11964,1
21575,1
5390,0
860,0
15795,1
